"COMUNA","SEMANA","MES","PERIODO","total"
"El Poblado",21,5,2016,62
"El Poblado",21,5,2017,102
"El Poblado",21,5,2018,81
"El Poblado",22,5,2014,65
"El Poblado",22,5,2015,74
"El Poblado",22,5,2016,7
"El Poblado",22,5,2017,30
"El Poblado",22,5,2018,51
"El Poblado",22,6,2014,3
"El Poblado",22,6,2016,46
"El Poblado",22,6,2017,50
"El Poblado",22,6,2018,31
"El Poblado",23,6,2014,66
"El Poblado",23,6,2015,65
"El Poblado",23,6,2016,67
"El Poblado",23,6,2017,82
"El Poblado",23,6,2018,59
"El Poblado",24,6,2014,57
"El Poblado",24,6,2015,68
"El Poblado",24,6,2016,78
"El Poblado",24,6,2017,81
"El Poblado",24,6,2018,54
"El Poblado",25,6,2014,57
"El Poblado",25,6,2015,53
"El Poblado",25,6,2016,63
"El Poblado",25,6,2017,69
"El Poblado",25,6,2018,68
"El Poblado",26,6,2014,51
"El Poblado",26,6,2015,63
"El Poblado",26,6,2016,31
"El Poblado",26,6,2017,59
"El Poblado",26,6,2018,54
"El Poblado",26,7,2016,21
"El Poblado",26,7,2017,16
"El Poblado",26,7,2018,2
"El Poblado",27,6,2014,5
"El Poblado",27,6,2015,15
"El Poblado",27,7,2014,42
"El Poblado",27,7,2015,40
"El Poblado",27,7,2016,65
"El Poblado",27,7,2017,67
"El Poblado",27,7,2018,51
"El Poblado",28,7,2014,54
"El Poblado",28,7,2015,55
"El Poblado",28,7,2016,68
"El Poblado",28,7,2017,66
"El Poblado",28,7,2018,57
"El Poblado",29,7,2014,62
"El Poblado",29,7,2015,80
"El Poblado",29,7,2016,50
"El Poblado",29,7,2017,59
"El Poblado",29,7,2018,61
"El Poblado",30,7,2014,58
"El Poblado",30,7,2015,64
"El Poblado",30,7,2016,72
"El Poblado",30,7,2017,93
"El Poblado",30,7,2018,66
"El Poblado",31,7,2014,43
"El Poblado",31,7,2015,55
"El Poblado",31,7,2017,15
"El Poblado",31,7,2018,24
"El Poblado",31,8,2014,24
"El Poblado",31,8,2015,9
"El Poblado",31,8,2016,85
"El Poblado",31,8,2017,92
"El Poblado",31,8,2018,54
"El Poblado",32,8,2014,56
"El Poblado",32,8,2015,89
"El Poblado",32,8,2016,70
"El Poblado",32,8,2017,71
"El Poblado",32,8,2018,79
"El Poblado",33,8,2014,60
"El Poblado",33,8,2015,70
"El Poblado",33,8,2016,75
"El Poblado",33,8,2017,68
"El Poblado",33,8,2018,60
"El Poblado",34,8,2014,66
"El Poblado",34,8,2015,71
"El Poblado",34,8,2016,82
"El Poblado",34,8,2017,54
"El Poblado",34,8,2018,78
"El Poblado",35,8,2014,58
"El Poblado",35,8,2015,71
"El Poblado",35,8,2016,24
"El Poblado",35,8,2017,32
"El Poblado",35,8,2018,68
"El Poblado",35,9,2016,35
"El Poblado",35,9,2017,30
"El Poblado",35,9,2018,14
"El Poblado",36,8,2015,11
"El Poblado",36,9,2014,48
"El Poblado",36,9,2015,56
"El Poblado",36,9,2016,58
"El Poblado",36,9,2017,62
"El Poblado",36,9,2018,81
"El Poblado",37,9,2014,66
"El Poblado",37,9,2015,72
"El Poblado",37,9,2016,89
"El Poblado",37,9,2017,80
"El Poblado",37,9,2018,75
"El Poblado",38,9,2014,69
"El Poblado",38,9,2015,86
"El Poblado",38,9,2016,72
"El Poblado",38,9,2017,95
"El Poblado",38,9,2018,77
"El Poblado",39,9,2014,66
"El Poblado",39,9,2015,67
"El Poblado",39,9,2016,57
"El Poblado",39,9,2017,75
"El Poblado",39,9,2018,77
"El Poblado",39,10,2016,12
"El Poblado",39,10,2017,2
"El Poblado",40,9,2014,27
"El Poblado",40,9,2015,39
"El Poblado",40,10,2014,44
"El Poblado",40,10,2015,33
"El Poblado",40,10,2016,74
"El Poblado",40,10,2017,93
"El Poblado",40,10,2018,73
"El Poblado",41,10,2014,69
"El Poblado",41,10,2015,51
"El Poblado",41,10,2016,65
"El Poblado",41,10,2017,64
"El Poblado",41,10,2018,70
"El Poblado",42,10,2014,42
"El Poblado",42,10,2015,54
"El Poblado",42,10,2016,68
"El Poblado",42,10,2017,79
"El Poblado",42,10,2018,54
"El Poblado",43,10,2014,67
"El Poblado",43,10,2015,53
"El Poblado",43,10,2016,73
"El Poblado",43,10,2017,77
"El Poblado",43,10,2018,69
"El Poblado",44,10,2014,50
"El Poblado",44,10,2015,56
"El Poblado",44,10,2016,9
"El Poblado",44,10,2017,25
"El Poblado",44,10,2018,50
"El Poblado",44,11,2014,8
"El Poblado",44,11,2015,9
"El Poblado",44,11,2016,57
"El Poblado",44,11,2017,46
"El Poblado",44,11,2018,25
"El Poblado",45,11,2014,44
"El Poblado",45,11,2015,45
"El Poblado",45,11,2016,53
"El Poblado",45,11,2017,50
"El Poblado",45,11,2018,78
"El Poblado",46,11,2014,65
"El Poblado",46,11,2015,53
"El Poblado",46,11,2016,61
"El Poblado",46,11,2017,78
"El Poblado",46,11,2018,79
"El Poblado",47,11,2014,60
"El Poblado",47,11,2015,48
"El Poblado",47,11,2016,86
"El Poblado",47,11,2017,73
"El Poblado",47,11,2018,80
"El Poblado",48,11,2014,65
"El Poblado",48,11,2015,71
"El Poblado",48,11,2016,25
"El Poblado",48,11,2017,52
"El Poblado",48,11,2018,54
"El Poblado",48,12,2016,33
"El Poblado",48,12,2017,30
"El Poblado",48,12,2018,12
"El Poblado",49,11,2015,4
"El Poblado",49,12,2014,63
"El Poblado",49,12,2015,51
"El Poblado",49,12,2016,69
"El Poblado",49,12,2017,74
"El Poblado",49,12,2018,81
"El Poblado",50,12,2014,55
"El Poblado",50,12,2015,66
"El Poblado",50,12,2016,76
"El Poblado",50,12,2017,80
"El Poblado",50,12,2018,78
"El Poblado",51,12,2014,83
"El Poblado",51,12,2015,67
"El Poblado",51,12,2016,65
"El Poblado",51,12,2017,83
"El Poblado",51,12,2018,69
"El Poblado",52,1,2017,1
"El Poblado",52,12,2014,42
"El Poblado",52,12,2015,48
"El Poblado",52,12,2016,45
"El Poblado",52,12,2017,39
"El Poblado",52,12,2018,39
"El Poblado",53,1,2016,11
"El Poblado",53,12,2015,32
"Guayabal",1,1,2014,28
"Guayabal",1,1,2015,14
"Guayabal",1,1,2016,35
"Guayabal",1,1,2017,40
"Guayabal",1,1,2018,27
"Guayabal",1,12,2014,19
"Guayabal",1,12,2018,4
"Guayabal",2,1,2014,31
"Guayabal",2,1,2015,40
"Guayabal",2,1,2016,45
"Guayabal",2,1,2017,45
"Guayabal",2,1,2018,36
"Guayabal",3,1,2014,43
"Guayabal",3,1,2015,45
"Guayabal",3,1,2016,54
"Guayabal",3,1,2017,66
"Guayabal",3,1,2018,62
"Guayabal",4,1,2014,63
"Guayabal",4,1,2015,64
"Guayabal",4,1,2016,69
"Guayabal",4,1,2017,57
"Guayabal",4,1,2018,43
"Guayabal",5,1,2014,41
"Guayabal",5,1,2015,47
"Guayabal",5,1,2017,23
"Guayabal",5,1,2018,27
"Guayabal",5,2,2014,7
"Guayabal",5,2,2015,4
"Guayabal",5,2,2016,68
"Guayabal",5,2,2017,52
"Guayabal",5,2,2018,38
"Guayabal",6,2,2014,49
"Guayabal",6,2,2015,63
"Guayabal",6,2,2016,86
"Guayabal",6,2,2017,70
"Guayabal",6,2,2018,61
"Guayabal",7,2,2014,51
"Guayabal",7,2,2015,63
"Guayabal",7,2,2016,69
"Guayabal",7,2,2017,58
"Guayabal",7,2,2018,63
"Guayabal",8,2,2014,62
"Guayabal",8,2,2015,63
"Guayabal",8,2,2016,68
"Guayabal",8,2,2017,68
"Guayabal",8,2,2018,61
"Guayabal",9,2,2014,41
"Guayabal",9,2,2015,51
"Guayabal",9,2,2016,13
"Guayabal",9,2,2017,27
"Guayabal",9,2,2018,21
"Guayabal",9,3,2014,12
"Guayabal",9,3,2015,2
"Guayabal",9,3,2016,52
"Guayabal",9,3,2017,39
"Guayabal",9,3,2018,32
"Guayabal",10,3,2014,61
"Guayabal",10,3,2015,43
"Guayabal",10,3,2016,63
"Guayabal",10,3,2017,75
"Guayabal",10,3,2018,47
"Guayabal",11,3,2014,67
"Guayabal",11,3,2015,59
"Guayabal",11,3,2016,71
"Guayabal",11,3,2017,56
"Guayabal",11,3,2018,54
"Guayabal",12,3,2014,66
"Guayabal",12,3,2015,57
"Guayabal",12,3,2016,18
"Guayabal",12,3,2017,51
"Guayabal",12,3,2018,65
"Guayabal",13,3,2014,61
"Guayabal",13,3,2015,59
"Guayabal",13,3,2016,40
"Guayabal",13,3,2017,50
"Guayabal",13,3,2018,36
"Guayabal",13,4,2016,18
"Guayabal",13,4,2017,21
"Guayabal",13,4,2018,2
"Guayabal",14,3,2014,13
"Guayabal",14,3,2015,12
"Guayabal",14,4,2014,45
"Guayabal",14,4,2015,11
"Guayabal",14,4,2016,78
"Guayabal",14,4,2017,72
"Guayabal",14,4,2018,63
"Guayabal",15,4,2014,52
"Guayabal",15,4,2015,49
"Guayabal",15,4,2016,71
"Guayabal",15,4,2017,50
"Guayabal",15,4,2018,58
"Guayabal",16,4,2014,47
"Guayabal",16,4,2015,70
"Guayabal",16,4,2016,65
"Guayabal",16,4,2017,46
"Guayabal",16,4,2018,53
"Guayabal",17,4,2014,57
"Guayabal",17,4,2015,46
"Guayabal",17,4,2016,55
"Guayabal",17,4,2017,72
"Guayabal",17,4,2018,68
"Guayabal",17,5,2016,8
"Guayabal",18,4,2014,34
"Guayabal",18,4,2015,34
"Guayabal",18,4,2018,8
"Guayabal",18,5,2014,24
"Guayabal",18,5,2015,12
"Guayabal",18,5,2016,60
"Guayabal",18,5,2017,48
"Guayabal",18,5,2018,47
"Guayabal",19,5,2014,72
"Guayabal",19,5,2015,54
"Guayabal",19,5,2016,73
"Guayabal",19,5,2017,61
"Guayabal",19,5,2018,82
"Guayabal",20,5,2014,52
"Guayabal",20,5,2015,66
"Guayabal",20,5,2016,61
"Guayabal",20,5,2017,64
"Guayabal",20,5,2018,40
"Guayabal",21,5,2014,70
"Guayabal",21,5,2015,39
"Guayabal",21,5,2016,58
"Guayabal",21,5,2017,61
"Guayabal",21,5,2018,67
"Guayabal",22,5,2014,59
"Guayabal",22,5,2015,55
"Guayabal",22,5,2016,11
"Guayabal",22,5,2017,26
"Guayabal",22,5,2018,32
"Guayabal",22,6,2014,2
"Guayabal",22,6,2016,38
"Guayabal",22,6,2017,33
"Guayabal",22,6,2018,21
"Guayabal",23,6,2014,61
"Guayabal",23,6,2015,48
"Guayabal",23,6,2016,44
"Guayabal",23,6,2017,71
"Guayabal",23,6,2018,49
"Guayabal",24,6,2014,55
"Guayabal",24,6,2015,54
"Guayabal",24,6,2016,74
"Guayabal",24,6,2017,66
"Guayabal",24,6,2018,45
"Guayabal",25,6,2014,55
"Guayabal",25,6,2015,43
"Guayabal",25,6,2016,63
"Guayabal",25,6,2017,55
"Guayabal",25,6,2018,52
"Guayabal",26,6,2014,61
"Guayabal",26,6,2015,38
"Guayabal",26,6,2016,22
"Guayabal",26,6,2017,41
"Guayabal",26,6,2018,50
"Guayabal",26,7,2016,18
"Guayabal",26,7,2017,6
"Guayabal",26,7,2018,5
"Guayabal",27,6,2014,2
"Guayabal",27,6,2015,11
"Guayabal",27,7,2014,45
"Guayabal",27,7,2015,29
"Guayabal",27,7,2016,67
"Guayabal",27,7,2017,52
"Guayabal",27,7,2018,47
"Guayabal",28,7,2014,57
"Guayabal",28,7,2015,57
"Guayabal",28,7,2016,73
"Guayabal",28,7,2017,65
"Guayabal",28,7,2018,70
"Guayabal",29,7,2014,71
"Guayabal",29,7,2015,48
"Guayabal",29,7,2016,52
"Guayabal",29,7,2017,62
"Guayabal",29,7,2018,64
"Guayabal",30,7,2014,68
"Guayabal",30,7,2015,45
"Guayabal",30,7,2016,72
"Guayabal",30,7,2017,71
"Guayabal",30,7,2018,70
"Guayabal",31,7,2014,37
"Guayabal",31,7,2015,64
"Guayabal",31,7,2017,12
"Guayabal",31,7,2018,20
"Guayabal",31,8,2014,17
"Guayabal",31,8,2015,12
"Guayabal",31,8,2016,69
"Guayabal",31,8,2017,64
"Guayabal",31,8,2018,39
"Guayabal",32,8,2014,66
"Guayabal",32,8,2015,73
"Guayabal",32,8,2016,61
"Guayabal",32,8,2017,67
"Guayabal",32,8,2018,79
"Guayabal",33,8,2014,50
"Guayabal",33,8,2015,60
"Guayabal",33,8,2016,61
"Guayabal",33,8,2017,67
"Guayabal",33,8,2018,62
"Guayabal",34,8,2014,47
"Guayabal",34,8,2015,46
"Guayabal",34,8,2016,67
"Guayabal",34,8,2017,57
"Guayabal",34,8,2018,61
"Guayabal",35,8,2014,59
"Guayabal",35,8,2015,60
"Guayabal",35,8,2016,36
"Guayabal",35,8,2017,55
"Guayabal",35,8,2018,45
"Guayabal",35,9,2016,32
"Guayabal",35,9,2017,27
"Guayabal",35,9,2018,10
"Guayabal",36,8,2015,8
"Guayabal",36,9,2014,56
"Guayabal",36,9,2015,47
"Guayabal",36,9,2016,57
"Guayabal",36,9,2017,63
"Guayabal",36,9,2018,60
"Guayabal",37,9,2014,67
"Guayabal",37,9,2015,62
"Guayabal",37,9,2016,62
"Guayabal",37,9,2017,60
"Guayabal",37,9,2018,57
"Guayabal",38,9,2014,66
"Guayabal",38,9,2015,65
"Guayabal",38,9,2016,55
"Guayabal",38,9,2017,70
"Guayabal",38,9,2018,58
"Guayabal",39,9,2014,48
"Guayabal",39,9,2015,57
"Guayabal",39,9,2016,43
"Guayabal",39,9,2017,54
"Guayabal",39,9,2018,54
"Guayabal",39,10,2016,14
"Guayabal",39,10,2017,5
"Guayabal",40,9,2014,29
"Guayabal",40,9,2015,35
"Guayabal",40,10,2014,37
"Guayabal",40,10,2015,36
"Guayabal",40,10,2016,72
"Guayabal",40,10,2017,55
"Guayabal",40,10,2018,75
"Guayabal",41,10,2014,56
"Guayabal",41,10,2015,58
"Guayabal",41,10,2016,80
"Guayabal",41,10,2017,68
"Guayabal",41,10,2018,53
"Guayabal",42,10,2014,54
"Guayabal",42,10,2015,51
"Guayabal",42,10,2016,65
"Guayabal",42,10,2017,50
"Guayabal",42,10,2018,45
"Guayabal",43,10,2014,47
"Guayabal",43,10,2015,54
"Guayabal",43,10,2016,72
"Guayabal",43,10,2017,62
"Guayabal",43,10,2018,68
"Guayabal",44,10,2014,51
"Guayabal",44,10,2015,59
"Guayabal",44,10,2016,12
"Guayabal",44,10,2017,21
"Guayabal",44,10,2018,33
"Guayabal",44,11,2014,7
"Guayabal",44,11,2015,2
"Guayabal",44,11,2016,77
"Guayabal",44,11,2017,43
"Guayabal",44,11,2018,40
"Guayabal",45,11,2014,48
"Guayabal",45,11,2015,51
"Guayabal",45,11,2016,58
"Guayabal",45,11,2017,53
"Guayabal",45,11,2018,47
"Guayabal",46,11,2014,74
"Guayabal",46,11,2015,53
"Guayabal",46,11,2016,59
"Guayabal",46,11,2017,62
"Guayabal",46,11,2018,71
"Guayabal",47,11,2014,48
"Guayabal",47,11,2015,47
"Guayabal",47,11,2016,78
"Guayabal",47,11,2017,48
"Guayabal",47,11,2018,58
"Guayabal",48,11,2014,64
"Guayabal",48,11,2015,54
"Guayabal",48,11,2016,34
"Guayabal",48,11,2017,48
"Guayabal",48,11,2018,48
"Guayabal",48,12,2016,28
"Guayabal",48,12,2017,22
"Guayabal",48,12,2018,8
"Guayabal",49,11,2015,12
"Guayabal",49,12,2014,50
"Guayabal",49,12,2015,41
"Guayabal",49,12,2016,67
"Guayabal",49,12,2017,53
"Guayabal",49,12,2018,57
"Guayabal",50,12,2014,58
"Guayabal",50,12,2015,57
"Guayabal",50,12,2016,72
"Guayabal",50,12,2017,65
"Guayabal",50,12,2018,70
"Guayabal",51,12,2014,58
"Guayabal",51,12,2015,75
"Guayabal",51,12,2016,89
"Guayabal",51,12,2017,59
"Guayabal",51,12,2018,52
"Guayabal",52,1,2017,3
"Guayabal",52,12,2014,48
"Guayabal",52,12,2015,49
"Guayabal",52,12,2016,45
"Guayabal",52,12,2017,44
"Guayabal",52,12,2018,37
"Guayabal",53,1,2016,6
"Guayabal",53,12,2015,31
"La América",1,1,2014,13
"La América",1,1,2015,10
"La América",1,1,2016,13
"La América",1,1,2017,18
"La América",1,1,2018,17
"La América",1,12,2014,11
"La América",1,12,2018,3
"La América",2,1,2014,21
"La América",2,1,2015,28
"La América",2,1,2016,27
"La América",2,1,2017,16
"La América",2,1,2018,27
"La América",3,1,2014,23
"La América",3,1,2015,26
"La América",3,1,2016,28
"La América",3,1,2017,32
"La América",3,1,2018,31
"La América",4,1,2014,23
"La América",4,1,2015,29
"La América",4,1,2016,22
"La América",4,1,2017,33
"La América",4,1,2018,20
"La América",5,1,2014,24
"La América",5,1,2015,25
"La América",5,1,2017,12
"La América",5,1,2018,11
"La América",5,2,2014,7
"La América",5,2,2016,32
"La América",5,2,2017,17
"La América",5,2,2018,14
"La América",6,2,2014,24
"La América",6,2,2015,33
"La América",6,2,2016,27
"La América",6,2,2017,34
"La América",6,2,2018,26
"La América",7,2,2014,33
"La América",7,2,2015,23
"La América",7,2,2016,36
"La América",7,2,2017,28
"La América",7,2,2018,37
"La América",8,2,2014,29
"La América",8,2,2015,26
"La América",8,2,2016,24
"La América",8,2,2017,31
"La América",8,2,2018,28
"La América",9,2,2014,22
"La América",9,2,2015,32
"La América",9,2,2016,11
"La América",9,2,2017,7
"La América",9,2,2018,9
"La América",9,3,2014,8
"La América",9,3,2015,3
"La América",9,3,2016,31
"La América",9,3,2017,24
"La América",9,3,2018,13
"La América",10,3,2014,36
"La América",10,3,2015,20
"La América",10,3,2016,35
"La América",10,3,2017,20
"La América",10,3,2018,34
"La América",11,3,2014,31
"La América",11,3,2015,23
"La América",11,3,2016,35
"La América",11,3,2017,29
"La América",11,3,2018,20
"La América",12,3,2014,38
"La América",12,3,2015,29
"La América",12,3,2016,22
"La América",12,3,2017,28
"La América",12,3,2018,29
"La América",13,3,2014,17
"La América",13,3,2015,26
"La América",13,3,2016,17
"La América",13,3,2017,24
"La América",13,3,2018,10
"La América",13,4,2016,11
"La América",13,4,2017,7
"La América",13,4,2018,1
"La América",14,3,2014,6
"La América",14,3,2015,6
"La América",14,4,2014,26
"La América",14,4,2015,6
"La América",14,4,2016,43
"La América",14,4,2017,24
"La América",14,4,2018,26
"La América",15,4,2014,37
"La América",15,4,2015,36
"La América",15,4,2016,29
"La América",15,4,2017,18
"La América",15,4,2018,32
"La América",16,4,2014,11
"La América",16,4,2015,37
"La América",16,4,2016,21
"La América",16,4,2017,27
"La América",16,4,2018,26
"La América",17,4,2014,20
"La América",17,4,2015,32
"La América",17,4,2016,32
"La América",17,4,2017,22
"La América",17,4,2018,26
"La América",17,5,2016,4
"La América",18,4,2014,16
"La América",18,4,2015,13
"La América",18,4,2018,5
"La América",18,5,2014,20
"La América",18,5,2015,6
"La América",18,5,2016,35
"La América",18,5,2017,24
"La América",18,5,2018,21
"La América",19,5,2014,31
"La América",19,5,2015,28
"La América",19,5,2016,31
"La América",19,5,2017,30
"La América",19,5,2018,32
"La América",20,5,2014,22
"La América",20,5,2015,27
"La América",20,5,2016,28
"La América",20,5,2017,36
"La América",20,5,2018,26
"La América",21,5,2014,32
"La América",21,5,2015,33
"La América",21,5,2016,22
"La América",21,5,2017,21
"La América",21,5,2018,20
"La América",22,5,2014,20
"La América",22,5,2015,26
"La América",22,5,2016,4
"La América",22,5,2017,13
"La América",22,5,2018,20
"La América",22,6,2014,4
"La América",22,6,2016,16
"La América",22,6,2017,9
"La América",22,6,2018,15
"La América",23,6,2014,31
"La América",23,6,2015,26
"La América",23,6,2016,35
"La América",23,6,2017,33
"La América",23,6,2018,25
"La América",24,6,2014,26
"La América",24,6,2015,23
"La América",24,6,2016,25
"La América",24,6,2017,17
"La América",24,6,2018,25
"La América",25,6,2014,20
"La América",25,6,2015,22
"La América",25,6,2016,23
"La América",25,6,2017,19
"La América",25,6,2018,25
"La América",26,6,2014,33
"La América",26,6,2015,17
"La América",26,6,2016,7
"La América",26,6,2017,18
"La América",26,6,2018,19
"La América",26,7,2016,4
"La América",26,7,2017,4
"La América",26,7,2018,1
"La América",27,6,2014,3
"La América",27,6,2015,3
"La América",27,7,2014,25
"La América",27,7,2015,13
"La América",27,7,2016,22
"La América",27,7,2017,32
"La América",27,7,2018,20
"La América",28,7,2014,22
"La América",28,7,2015,38
"La América",28,7,2016,34
"La América",28,7,2017,30
"La América",28,7,2018,18
"La América",29,7,2014,29
"La América",29,7,2015,32
"La América",29,7,2016,21
"La América",29,7,2017,30
"La América",29,7,2018,22
"La América",30,7,2014,26
"La América",30,7,2015,28
"La América",30,7,2016,40
"La América",30,7,2017,37
"La América",30,7,2018,29
"La América",31,7,2014,19
"La América",31,7,2015,20
"La América",31,7,2017,5
"La América",31,7,2018,5
"La América",31,8,2014,14
"La América",31,8,2015,3
"La América",31,8,2016,37
"La América",31,8,2017,35
"La América",31,8,2018,19
"La América",32,8,2014,22
"La América",32,8,2015,26
"La América",32,8,2016,27
"La América",32,8,2017,37
"La América",32,8,2018,15
"La América",33,8,2014,18
"La América",33,8,2015,33
"La América",33,8,2016,26
"La América",33,8,2017,40
"La América",33,8,2018,20
"La América",34,8,2014,22
"La América",34,8,2015,21
"La América",34,8,2016,31
"La América",34,8,2017,31
"La América",34,8,2018,26
"La América",35,8,2014,27
"La América",35,8,2015,15
"La América",35,8,2016,13
"La América",35,8,2017,13
"La América",35,8,2018,12
"La América",35,9,2016,16
"La América",35,9,2017,17
"La América",35,9,2018,6
"La América",36,8,2015,3
"La América",36,9,2014,21
"La América",36,9,2015,21
"La América",36,9,2016,25
"La América",36,9,2017,39
"La América",36,9,2018,15
"La América",37,9,2014,35
"La América",37,9,2015,17
"La América",37,9,2016,31
"La América",37,9,2017,30
"La América",37,9,2018,22
"La América",38,9,2014,28
"La América",38,9,2015,31
"La América",38,9,2016,33
"La América",38,9,2017,32
"La América",38,9,2018,18
"La América",39,9,2014,24
"La América",39,9,2015,21
"La América",39,9,2016,22
"La América",39,9,2017,27
"La América",39,9,2018,31
"La América",39,10,2016,6
"La América",39,10,2017,3
"La América",40,9,2014,13
"La América",40,9,2015,17
"La América",40,10,2014,24
"La América",40,10,2015,14
"La América",40,10,2016,32
"La América",40,10,2017,26
"La América",40,10,2018,20
"La América",41,10,2014,24
"La América",41,10,2015,30
"La América",41,10,2016,26
"La América",41,10,2017,23
"La América",41,10,2018,26
"La América",42,10,2014,26
"La América",42,10,2015,41
"La América",42,10,2016,27
"La América",42,10,2017,27
"La América",42,10,2018,29
"La América",43,10,2014,30
"La América",43,10,2015,27
"La América",43,10,2016,33
"La América",43,10,2017,32
"La América",43,10,2018,24
"La América",44,10,2014,15
"La América",44,10,2015,21
"La América",44,10,2016,4
"La América",44,10,2017,9
"La América",44,10,2018,7
"La América",44,11,2014,2
"La América",44,11,2015,2
"La América",44,11,2016,19
"La América",44,11,2017,14
"La América",44,11,2018,10
"La América",45,11,2014,25
"La América",45,11,2015,25
"La América",45,11,2016,29
"La América",45,11,2017,20
"La América",45,11,2018,30
"La América",46,11,2014,29
"La América",46,11,2015,25
"La América",46,11,2016,19
"La América",46,11,2017,33
"La América",46,11,2018,15
"La América",47,11,2014,31
"La América",47,11,2015,32
"La América",47,11,2016,22
"La América",47,11,2017,29
"La América",47,11,2018,23
"La América",48,11,2014,24
"La América",48,11,2015,32
"La América",48,11,2016,20
"La América",48,11,2017,12
"La América",48,11,2018,9
"La América",48,12,2016,10
"La América",48,12,2017,12
"La América",48,12,2018,4
"La América",49,11,2015,2
"La América",49,12,2014,37
"La América",49,12,2015,18
"La América",49,12,2016,32
"La América",49,12,2017,21
"La América",49,12,2018,28
"La América",50,12,2014,17
"La América",50,12,2015,22
"La América",50,12,2016,24
"La América",50,12,2017,27
"La América",50,12,2018,22
"La América",51,12,2014,22
"La América",51,12,2015,28
"La América",51,12,2016,18
"La América",51,12,2017,27
"La América",51,12,2018,21
"La América",52,1,2017,2
"La América",52,12,2014,19
"La América",52,12,2015,14
"La América",52,12,2016,11
"La América",52,12,2017,28
"La América",52,12,2018,24
"La América",53,1,2016,5
"La América",53,12,2015,13
"La Candelaria",1,1,2014,63
"La Candelaria",1,1,2015,46
"La Candelaria",1,1,2016,145
"La Candelaria",1,1,2017,117
"La Candelaria",1,1,2018,99
"La Candelaria",1,12,2014,68
"La Candelaria",1,12,2018,10
"La Candelaria",2,1,2014,113
"La Candelaria",2,1,2015,129
"La Candelaria",2,1,2016,131
"La Candelaria",2,1,2017,124
"La Candelaria",2,1,2018,105
"La Candelaria",3,1,2014,162
"La Candelaria",3,1,2015,147
"La Candelaria",3,1,2016,166
"La Candelaria",3,1,2017,176
"La Candelaria",3,1,2018,156
"La Candelaria",4,1,2014,150
"La Candelaria",4,1,2015,162
"La Candelaria",4,1,2016,175
"La Candelaria",4,1,2017,166
"La Candelaria",4,1,2018,176
"La Candelaria",5,1,2014,137
"La Candelaria",5,1,2015,142
"La Candelaria",5,1,2017,44
"La Candelaria",5,1,2018,51
"La Candelaria",5,2,2014,37
"La Candelaria",5,2,2015,7
"La Candelaria",5,2,2016,172
"La Candelaria",5,2,2017,110
"La Candelaria",5,2,2018,88
"La Candelaria",6,2,2014,172
"La Candelaria",6,2,2015,184
"La Candelaria",6,2,2016,154
"La Candelaria",6,2,2017,170
"La Candelaria",6,2,2018,166
"La Candelaria",7,2,2014,176
"La Candelaria",7,2,2015,181
"La Candelaria",7,2,2016,179
"La Candelaria",7,2,2017,145
"La Candelaria",7,2,2018,169
"La Candelaria",8,2,2014,168
"La Candelaria",8,2,2015,149
"La Candelaria",8,2,2016,166
"La Candelaria",8,2,2017,169
"La Candelaria",8,2,2018,180
"La Candelaria",9,2,2014,138
"La Candelaria",9,2,2015,142
"La Candelaria",9,2,2016,23
"La Candelaria",9,2,2017,61
"La Candelaria",9,2,2018,70
"La Candelaria",9,3,2014,29
"La Candelaria",9,3,2015,19
"La Candelaria",9,3,2016,129
"La Candelaria",9,3,2017,106
"La Candelaria",9,3,2018,88
"La Candelaria",10,3,2014,177
"La Candelaria",10,3,2015,154
"La Candelaria",10,3,2016,199
"La Candelaria",10,3,2017,156
"La Candelaria",10,3,2018,143
"La Candelaria",11,3,2014,188
"La Candelaria",11,3,2015,184
"La Candelaria",11,3,2016,181
"La Candelaria",11,3,2017,142
"La Candelaria",11,3,2018,150
"La Candelaria",12,3,2014,167
"La Candelaria",12,3,2015,191
"La Candelaria",12,3,2016,103
"La Candelaria",12,3,2017,129
"La Candelaria",12,3,2018,177
"La Candelaria",13,3,2014,157
"La Candelaria",13,3,2015,170
"La Candelaria",13,3,2016,112
"La Candelaria",13,3,2017,132
"La Candelaria",13,3,2018,92
"La Candelaria",13,4,2016,38
"La Candelaria",13,4,2017,44
"La Candelaria",13,4,2018,13
"La Candelaria",14,3,2014,27
"La Candelaria",14,3,2015,60
"La Candelaria",14,4,2014,147
"La Candelaria",14,4,2015,71
"La Candelaria",14,4,2016,172
"La Candelaria",14,4,2017,157
"La Candelaria",14,4,2018,178
"La Candelaria",15,4,2014,195
"La Candelaria",15,4,2015,189
"La Candelaria",15,4,2016,179
"La Candelaria",15,4,2017,104
"La Candelaria",15,4,2018,172
"La Candelaria",16,4,2014,128
"La Candelaria",16,4,2015,169
"La Candelaria",16,4,2016,177
"La Candelaria",16,4,2017,144
"La Candelaria",16,4,2018,169
"La Candelaria",17,4,2014,163
"La Candelaria",17,4,2015,208
"La Candelaria",17,4,2016,159
"La Candelaria",17,4,2017,184
"La Candelaria",17,4,2018,154
"La Candelaria",17,5,2016,8
"La Candelaria",18,4,2014,84
"La Candelaria",18,4,2015,141
"La Candelaria",18,4,2018,22
"La Candelaria",18,5,2014,85
"La Candelaria",18,5,2015,53
"La Candelaria",18,5,2016,197
"La Candelaria",18,5,2017,188
